i.profile.headline,title,count,A/B Testing,Algorithms,Amazon Web Services (AWS),Analytics,ANOVA,Artificial Intelligence (AI),AWS,Business Continuity Management,Business Intelligence,C,C++,Chatbot Development,Commodity Trading,Computer Vision,CPLEX,Credit Risk,Data Acquisition,Data Analysis,Data Analytics,Data Cleaning,Data Mining,Data Structures,Data Visualization,Data Warehousing and Management,Database Management System (DBMS),Databases,Deep Learning,Design of Experiments,Distributed Systems,EDA,Engineering,Enterprise Resource Planning (ERP),Exploratory Data Analysis,Financial Analysis,Functional Testing,Git,HTML,Hypothesis Testing,IT Service Management,Java,LaTeX,Legacy System Migration Workbench,Linear Programming,Linear Regression,Logistic Regression,Machine Learning,Mathematics,Matlab,Microsoft Azure,Microsoft Excel,Microsoft Office,Microsoft PowerPoint,Microsoft Word,Minitab,MongoDB,MySQL,Natural Language Processing (NLP),Neuro-Linguistic Programming (NLP),NLP,NoSQL,Optimization,Physics,Predictive Modeling,Product Risk,Project Management,PySpark,python,Python2,pytorch,PyTorch2,R,Random Forest,Recommender Systems,Regression Testing,Research,Root Cause Problem Solving,SAP Logistics Execution,SAP Sales & Distribution,SAP TSW,Scikit-Learn,selenium,SNOW,SPSS,SQL,Statistical Inference,Statistics,StatTools,Tableau,Trend Analysis,Vehicle Routing
Data Scientist at Square,R,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,C++,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Data Structures,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Statistics,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Machine Learning,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Research,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Optimization,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Data Analysis,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Distributed Systems,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Algorithms,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Artificial Intelligence (AI),NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Computer Vision,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Financial Analysis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Regression Testing,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Neuro-Linguistic Programming (NLP),NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,SQL,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,python,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Amazon Web Services (AWS),1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,MongoDB,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,selenium,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Matlab,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,PyTorch,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,pytorch,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,AWS,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,PySpark,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,NoSQL,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,MySQL,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Deep Learning,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Recommender Systems,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Predictive Modeling,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Linear Regression,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Data Acquisition,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Exploratory Data Analysis,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Scikit-Learn,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Data Analytics,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Chatbot Development,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Random Forest,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,CPLEX,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Vehicle Routing,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,EDA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,A/B Testing,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,NLP,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Square,Natural Language Processing (NLP),NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,11,NA,NA,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA
Data Scientist at Uber,Machine Learning,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,19,NA,NA,NA,NA,35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,12,NA,NA,38,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,28,NA,NA,NA,NA
Data Scientist at Uber,Deep Learning,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,19,NA,NA,NA,NA,35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,12,NA,NA,38,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,28,NA,NA,NA,NA
Data Scientist at Uber,Statistics,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,19,NA,NA,NA,NA,35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,12,NA,NA,38,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,28,NA,NA,NA,NA
Data Scientist at Uber,Data Analysis,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,19,NA,NA,NA,NA,35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,12,NA,NA,38,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,28,NA,NA,NA,NA
Data Scientist at Uber,Mathematics,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,19,NA,NA,NA,NA,35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,12,NA,NA,38,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,28,NA,NA,NA,NA
Data Scientist at Uber,Physics,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,9,NA,NA,NA,NA,3,NA,NA,NA,NA,19,NA,NA,NA,NA,35,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,12,NA,NA,38,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,28,NA,NA,NA,NA
