"","Headline","Skills","Linkedin"
"4302","Data Scientist at Discovery Inc","R",4
"4303","Data Scientist at Discovery Inc","MySQL",1
"4304","Data Scientist at Discovery Inc","Excel Macro",1
"4309","Data Scientist at Discovery Inc","Regression Analysis",1
"4310","Data Scientist at Discovery Inc","Excel Pivot",1
"4311","Data Scientist at Discovery Inc","Linear and Integer Programming",1
"4312","Data Scientist at Discovery Inc","Sampling Design",1
"4313","Amazon - Data Scientist","Machine learning",3
"4314","Amazon - Data Scientist","Python",2
"4315","Amazon - Data Scientist","SQL",2
"4316","Amazon - Data Scientist","Statistical Data Analysis",2
"4317","Amazon - Data Scientist","Data Analysis",2
"4318","Amazon - Data Scientist","Research",1
"4319","Amazon - Data Scientist","Event Planning",1
"4321","Amazon - Data Scientist","Basketball",3
"4322","Amazon - Data Scientist","Programming",1
"4325","Amazon - Data Scientist","Data Collection",1
"4327","Amazon - Data Scientist","R",5
"4328","Amazon - Data Scientist","Microsoft Excel",2
"4329","Amazon - Data Scientist","C++",2
"4330","Amazon - Data Scientist","Microsoft PowerPoint",1
"4331","Amazon - Data Scientist","Microsoft Word",1
"4336","Amazon - Data Scientist","Time Management",2
"4337","Amazon - Data Scientist","Leadership",1
"4338","Amazon - Data Scientist","Public Speaking",1
"4345","Amazon - Data Scientist","Quick Study",1
"4346","Amazon - Data Scientist","Sample Design",1
"4351","Senior Data Scientist at Netflix","Research",34
"4352","Senior Data Scientist at Netflix","Econometrics",8
"4353","Senior Data Scientist at Netflix","Statistics",31
"4354","Senior Data Scientist at Netflix","Data Analysis",18
"4355","Senior Data Scientist at Netflix","Social Media Marketing",2
"4356","Senior Data Scientist at Netflix","Writing",2
"4357","Senior Data Scientist at Netflix","R",16
"4358","Senior Data Scientist at Netflix","Stata",16
"4359","Senior Data Scientist at Netflix","Teaching",11
"4360","Data Scientist at Airbnb","Python",11
"4361","Data Scientist at Airbnb","matlab",9
"4362","Data Scientist at Airbnb","R",10
"4363","Data Scientist at Airbnb","Data Analysis",7
"4364","Data Scientist at Airbnb","Research",6
"4366","Data Scientist at Airbnb","C++",8
"4367","Data Scientist at Airbnb","SQL",6
"4368","Data Scientist at Airbnb","VBA",5
"4369","Data Scientist at Airbnb","Microsoft Excel",8
"4370","Data Scientist at Airbnb","Matlab",4
"4371","Data Scientist at Facebook","Python",14
"4372","Data Scientist at Facebook","Data Analysis",16
"4373","Data Scientist at Facebook","Machine Learning",13
"4374","Data Scientist at Facebook","Statistics",11
"4375","Data Scientist at Facebook","Financial Modeling",3
"4376","Data Scientist at Facebook","Data Mining",1
"4378","Data Scientist at Facebook","R",19
"4379","Data Scientist at Facebook","MySQL",9
"4380","Data Scientist at Facebook","Matlab",12
"4381","Data Scientist at Facebook","Visual Basic for Applications (VBA)",3
"4382","Data Scientist at Facebook","SPSS",2
"4383","Data Scientist at Facebook","Microsoft Excel",7
"4384","Data Scientist at Facebook","Microsoft Office",4
"4389","Data Scientist at Facebook","Spark",1
"4390","Data Scientist at Facebook","Panda",1
"4391","Data Scientist at Facebook","NumPy",1
"4392","Data Scientist at Facebook","JAGS",1
"4397","Data Scientist at Airbnb","Data visualization",8
"4398","Data Scientist at Airbnb","R",8
"4399","Data Scientist at Airbnb","Tableau",7
"4400","Data Scientist at Airbnb","Data Analysis",5
"4401","Data Scientist at Airbnb","marketing strategies",3
"4402","Data Scientist at Airbnb","social media",2
"4403","Data Scientist at Airbnb","Market Research",2
"4404","Data Scientist at Airbnb","Web Design",2
"4405","Data Scientist at Airbnb","SEO",1
"4406","Data Scientist at Airbnb","Statistical Modeling",1
"4407","Data Scientist at Airbnb","Microsoft Excel",4
"4408","Data Scientist at Airbnb","Google Analytics",1
"4409","Data Scientist at Airbnb","SQL",1
"4410","Data Scientist at Airbnb","MySQL",1
"4411","Data Scientist at Airbnb","Hadoop",1
"4412","Data Scientist at Airbnb","Python",1
"4413","Data Scientist at Airbnb","Leadership",3
"4414","Data Scientist at Airbnb","Omniture",2
"4415","Data Scientist at Airbnb","Hive",1
"4416","Data Scientist at Clearpool Group","Mathematical Modeling",8
"4417","Data Scientist at Clearpool Group","Statistical Data Analysis",9
"4418","Data Scientist at Clearpool Group","Matlab",6
"4419","Data Scientist at Clearpool Group","Statistics",7
"4420","Data Scientist at Clearpool Group","R",10
"4421","Data Scientist at Clearpool Group","Microsoft Excel",6
"4422","Data Scientist at Clearpool Group","PowerPoint",4
"4423","Data Scientist at Clearpool Group","Python",5
"4424","Data Scientist at Clearpool Group","Visual Basic for Applications (VBA)",4
"4425","Data Scientist at Clearpool Group","C++",1
"4426","Data Scientist at Clearpool Group","SQL",2
"4428","Data Scientist at Clearpool Group","AWS",1
"4430","Data Scientist at Clearpool Group","Lingo",4
"4431","Data Scientist at Aon","VBA",17
"4432","Data Scientist at Aon","R",16
"4433","Data Scientist at Aon","Time Series Analysis",16
"4434","Data Scientist at Aon","Quantitative Analytics",8
"4435","Data Scientist at Aon","Matlab",10
"4436","Data Scientist at Aon","SPSS",6
"4437","Data Scientist at Aon","SAS",6
"4438","Data Scientist at Aon","Microsoft Office",4
"4439","Data Scientist at Aon","C&C++",3
"4440","Data Scientist at Aon","Microsoft SQL Server",3
"4441","Data Scientist at Aon","Tableau",3
"4442","Data Scientist at Aon","C#",2
"4443","Data Scientist at Aon","Python",2
"4444","Data Scientist at Aon","Eviews",1
"4445","Data Scientist at Aon","Quantitative Finance",11
"4446","Data Scientist at Aon","Monte Carlo Simulation",5
"4447","Data Scientist at Aon","Stochastic Calculus",3
"4449","Data Scientist","Python",6
"4450","Data Scientist","Java",15
"4451","Data Scientist","Matlab",13
"4452","Data Scientist","SAS Programming",11
"4453","Data Scientist","Machine Learning",7
"4454","Data Scientist","Data Mining",8
"4455","Data Scientist","Mathematics",8
"4456","Data Scientist","Actuarial Science",8
"4457","Data Scientist","Statistics",11
"4458","Data Scientist","Life Insurance",3
"4459","Data Scientist","Economics",5
"4460","Data Scientist","Analytics",4
"4461","Data Scientist","Data Analysis",6
"4462","Data Scientist","Research",4
"4464","Data Scientist","R Programming",8
"4465","Data Scientist","Access",6
"4466","Data Scientist","SAS",9
"4467","Data Scientist","Microsoft Excel",9
"4468","Data Scientist","R",7
"4469","Data Scientist","PowerPoint",4
"4470","Data Scientist","Microsoft Office",4
"4471","Data Scientist","Microsoft Word",4
"4477","Data Scientist","Teamwork",6
"4478","Data Scientist","Management",3
"4479","Data Scientist","Leadership",4
"4480","Data Scientist","ERP Software",5
"4481","Data Scientist","Axis",3
"4482","Data Scientist","Probability",6
"4483","Data Scientist","SAS Base",5
"4484","Data Scientist","SAS Certified Base Programmer",4
"4489","Data Scientist at JPMorgan Chase & Co.","R",35
"4490","Data Scientist at JPMorgan Chase & Co.","SAS",25
"4491","Data Scientist at JPMorgan Chase & Co.","Data Analysis",25
"4492","Data Scientist at JPMorgan Chase & Co.","Data Mining",19
"4493","Data Scientist at JPMorgan Chase & Co.","Statistics",12
"4494","Data Scientist at JPMorgan Chase & Co.","Algorithms",5
"4495","Data Scientist at JPMorgan Chase & Co.","Statistical Modeling",5
"4496","Data Scientist at JPMorgan Chase & Co.","Research",4
"4497","Data Scientist at JPMorgan Chase & Co.","Analysis",3
"4499","Data Scientist at JPMorgan Chase & Co.","Matlab",18
"4500","Data Scientist at JPMorgan Chase & Co.","SQL",17
"4501","Data Scientist at JPMorgan Chase & Co.","SPSS",14
"4502","Data Scientist at JPMorgan Chase & Co.","LaTeX",10
"4503","Data Scientist at JPMorgan Chase & Co.","Microsoft Office",8
"4504","Data Scientist at JPMorgan Chase & Co.","Visual C++",5
"4505","Data Scientist at JPMorgan Chase & Co.","C++",5
"4508","Data Scientist at JPMorgan Chase & Co.","Time Series Analysis",14
"4509","Data Scientist at JPMorgan Chase & Co.","Certificated in SAS Advance Programming for SAS 9.0",3
"4510","Data Scientist at JPMorgan Chase & Co.","SOA EXAM P/1",3
"4511","Data Scientist at JPMorgan Chase & Co.","SOA EXAM FM/2",3
"4512","Data Scientist at JPMorgan Chase & Co.","SOA EXAM MFE/3",2
"4513","Data Scientist at JPMorgan Chase & Co.","CFA Level 2",2
"4519","Data Scientist at Canon","Machine Learning",1
"4520","Data Scientist at Canon","New Business Development",5
"4521","Data Scientist at Canon","Process Improvement",7
"4522","Data Scientist at Canon","Operations Management",14
"4523","Data Scientist at Canon","Supply Chain Management",10
"4524","Data Scientist at Canon","Data Analysis",2
"4525","Data Scientist at Canon","Research",1
"4526","Data Scientist at Canon","Industrial Engineering",1
"4527","Data Scientist at Canon","Marketing Strategy",1
"4528","Data Scientist at Canon","Online Marketing",1
"4534","Data Scientist at Canon","Python",1
"4535","Data Scientist at Canon","SQL",1
"4536","Data Scientist at Canon","Tableau",1
"4538","Data Scientist at Canon","Visual Basic for Applications (VBA)",1
"4545","Data Scientist at Canon","Team Building",3
"4546","Data Scientist at Canon","Presentations",1
"4547","Data Scientist at Canon","Management",1
"4559","Senior Data Scientist at The Trade Desk","Statistics",3
"4560","Senior Data Scientist at The Trade Desk","R",3
"4561","Senior Data Scientist at The Trade Desk","Biostatistics",2
"4562","Senior Data Scientist at The Trade Desk","Data Mining",2
"4563","Senior Data Scientist at The Trade Desk","Statistical Modeling",2
"4564","Senior Data Scientist at The Trade Desk","Data Analysis",2
"4565","Senior Data Scientist at The Trade Desk","Machine Learning",2
"4566","Senior Data Scientist at The Trade Desk","Big Data Analytics",2
"4567","Data Scientist at Morgan Stanley","Python",21
"4568","Data Scientist at Morgan Stanley","C",13
"4569","Data Scientist at Morgan Stanley","Java",12
"4570","Data Scientist at Morgan Stanley","Data Analysis",14
"4571","Data Scientist at Morgan Stanley","Statistics",9
"4572","Data Scientist at Morgan Stanley","Machine Learning",1
"4573","Data Scientist at Morgan Stanley","Research",1
"4574","Data Scientist at Morgan Stanley","LaTeX",6
"4576","Data Scientist at Morgan Stanley","Python (Programming Language)",1
"4577","Data Scientist at Morgan Stanley","Microsoft Excel",2
"4578","Data Scientist at Morgan Stanley","PowerPoint",1
"4579","Data Scientist at Morgan Stanley","Microsoft Office",2
"4580","Data Scientist at Morgan Stanley","Public Speaking",12
"4581","Data Scientist at Morgan Stanley","Teamwork",9
"4582","Data Scientist at Morgan Stanley","Computational Finance",5
"4583","Data Scientist at Morgan Stanley","SML",2
"4585","Data Scientist at Facebook","Financial Analysis",22
"4586","Data Scientist at Facebook","Financial Accounting",18
"4587","Data Scientist at Facebook","PowerPoint",28
"4588","Data Scientist at Facebook","Social Media",11
"4589","Data Scientist at Facebook","Project Management",6
"4590","Data Scientist at Facebook","Business Strategy",4
"4591","Data Scientist at Facebook","Data Analysis",10
"4592","Data Scientist at Facebook","Market Research",3
"4593","Data Scientist at Facebook","Machine Learning",2
"4594","Data Scientist at Facebook","Data Visualization",4
"4595","Data Scientist at Facebook","Consulting",1
"4596","Data Scientist at Facebook","Research",3
"4597","Data Scientist at Facebook","Microsoft Word",13
"4598","Data Scientist at Facebook","Microsoft Excel",19
"4599","Data Scientist at Facebook","Python",8
"4600","Data Scientist at Facebook","SQL",6
"4601","Data Scientist at Facebook","R",5
"4602","Data Scientist at Facebook","Microsoft Office",5
"4603","Data Scientist at Facebook","Microsoft PowerPoint",4
"4604","Data Scientist at Facebook","Public Speaking",13
"4605","Data Scientist at Facebook","Leadership",15
"4606","Data Scientist at Facebook","Teamwork",19
"4607","Data Scientist at Facebook","Management",2
"4608","Data Scientist at Facebook","English",16
"4609","Data Scientist—American Express","SAS",6
"4610","Data Scientist—American Express","SQL",6
"4611","Data Scientist—American Express","Python",9
"4612","Data Scientist—American Express","Risk Management",5
"4613","Data Scientist—American Express","Data Analysis",4
"4614","Data Scientist—American Express","Pricing Strategy",3
"4615","Data Scientist—American Express","Financial Analysis",2
"4616","Data Scientist—American Express","Machine Learning",3
"4617","Data Scientist—American Express","R",4
"4618","Data Scientist—American Express","Matlab",4
"4619","Data Scientist—American Express","Visual Basic for Applications (VBA)",2
"4620","Data Scientist—American Express","C++",1
"4621","Data Scientist—American Express","Microsoft Office",1
"4622","Data Scientist—American Express","Microsoft Excel",2
"4623","Data Scientist—American Express","Microsoft PowerPoint",1
"4624","Data Scientist—American Express","Leadership",1
"4625","Data Scientist—American Express","Public Speaking",1
"4626","Data Scientist—American Express","Quantative Analysis",3
"4627","Data Scientist at Google (We are hiring both interns and full time)!","Statistical Modeling",54
"4628","Data Scientist at Google (We are hiring both interns and full time)!","SAS",40
"4629","Data Scientist at Google (We are hiring both interns and full time)!","R",36
"4630","Data Scientist at Google (We are hiring both interns and full time)!","Analytics",16
"4631","Data Scientist at Google (We are hiring both interns and full time)!","Business Analytics",5
"4632","Data Scientist at Google (We are hiring both interns and full time)!","SQL",22
"4633","Data Scientist at Google (We are hiring both interns and full time)!","C++",9
"4634","Data Scientist at Morgan Stanley","C++",14
"4635","Data Scientist at Morgan Stanley","Python",18
"4636","Data Scientist at Morgan Stanley","Java",12
"4637","Data Scientist at Morgan Stanley","Research",9
"4638","Data Scientist at Morgan Stanley","Data Analysis",9
"4639","Data Scientist at Morgan Stanley","Statistics",4
"4640","Data Scientist at Morgan Stanley","Machine Learning",5
"4641","Data Scientist at Morgan Stanley","Financial Modeling",1
"4642","Data Scientist at Morgan Stanley","Data Visualization",2
"4643","Data Scientist at Morgan Stanley","Microsoft Office",12
"4644","Data Scientist at Morgan Stanley","R",15
"4645","Data Scientist at Morgan Stanley","LaTeX",10
"4646","Data Scientist at Morgan Stanley","Microsoft Excel",6
