"","Headline","Skills","Linkedin"
"2459","Data Scientist (People Analytics) at Bloomberg","HTML",5
"2460","Data Scientist (People Analytics) at Bloomberg","Java",3
"2461","Data Scientist (People Analytics) at Bloomberg","Leadership",3
"2462","Data Scientist (People Analytics) at Bloomberg","Management",3
"2463","Data Scientist (People Analytics) at Bloomberg","HIVE",1
"2464","Director of Data Science","Social Media",29
"2465","Director of Data Science","Social Media Marketing",23
"2466","Director of Data Science","Analytics",18
"2467","Director of Data Science","Data Analysis",16
"2468","Director of Data Science","Marketing",12
"2469","Director of Data Science","Strategy",10
"2470","Director of Data Science","Market Research",6
"2471","Director of Data Science","Editing",6
"2472","Director of Data Science","Statistical Data Analysis",4
"2473","Director of Data Science","Strategic Planning",4
"2474","Director of Data Science","Sales",3
"2475","Director of Data Science","Marketing Communications",3
"2476","Director of Data Science","Brand Management",3
"2477","Director of Data Science","Strategic Communications",3
"2478","Director of Data Science","Direct Sales",1
"2479","Director of Data Science","Digital Media",1
"2480","Director of Data Science","Hospitality Industry",1
"2481","Director of Data Science","PowerPoint",14
"2482","Director of Data Science","Microsoft Excel",13
"2483","Director of Data Science","Microsoft Office",13
"2484","Director of Data Science","R",11
"2485","Director of Data Science","Python",10
"2486","Director of Data Science","InDesign",5
"2487","Director of Data Science","Adobe Creative Suite",5
"2488","Director of Data Science","Dreamweaver",1
"2489","Director of Data Science","Illustrator",1
"2490","Director of Data Science","Management",12
"2491","Director of Data Science","Customer Service",10
"2492","Director of Data Science","Time Management",5
"2493","Director of Data Science","Leadership",5
"2494","Director of Data Science","Public Speaking",4
"2495","Director of Data Science","Big Data Analytics",6
"2496","Director of Data Science","Hospitality",2
"2497","Director of Data Science","Photoshop Elements",1
"2498","Director of Data Science","Restaurants",3
"2499","Director of Data Science","Creative Direction",1
"2500","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","R",11
"2501","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Statistics",11
"2502","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Data Analysis",11
"2503","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Statistical Modeling",8
"2504","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Clinical Trials",6
"2505","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Biostatistics",5
"2506","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Data Mining",5
"2507","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Machine Learning",4
"2508","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Research",3
"2509","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Clinical Development",2
"2510","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Clinical Research",1
"2511","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Genetics",1
"2512","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Mathematical Modeling",1
"2513","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","SAS Programming",1
"2515","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Matlab",5
"2516","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","LaTeX",3
"2517","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","SAS",2
"2518","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","python",1
"2519","Data Science at Stitch Fix, ex-Uber, Stanford, Biostatistics consultant","Time Series Analysis",1
"2524","Data Scientist","Data Analysis",18
"2525","Data Scientist","Quantitative Research",10
"2526","Data Scientist","Algorithms",9
"2527","Data Scientist","Statistical Modeling",2
"2528","Data Scientist","Data Mining",1
"2529","Data Scientist","Machine Learning",1
"2530","Data Scientist","Artificial Intelligence",1
"2531","Data Scientist","SQL",8
"2532","Data Scientist","R",7
"2533","Data Scientist","Java",7
"2534","Data Scientist","Microsoft Office",2
"2535","Data Scientist","Futures Trading",5
"2536","Data Scientist","Probabilistic Models",4
"2537","Data Scientist","Algorithm Design",4
"2538","Data Scientist","Algorithm Optimization",4
"2539","Data Scientist","Pattern Recognition",2
"2540","Data Scientist","Algorithm Development",1
"2541","Data Scientist II at Amazon","Python",38
"2542","Data Scientist II at Amazon","Scikit-Learn",19
"2543","Data Scientist II at Amazon","R",37
"2544","Data Scientist II at Amazon","Machine Learning",24
"2545","Data Scientist II at Amazon","Tableau",23
"2546","Data Scientist II at Amazon","SQL",18
"2547","Data Scientist II at Amazon","Java",11
"2548","Data Scientist II at Amazon","Hadoop",7
"2549","Data Scientist II at Amazon","Microsoft SQL Server",4
"2550","Data Scientist II at Amazon","Flume",2
"2551","Data Scientist II at Amazon","Apache Pig",4
"2552","Data Scientist II at Amazon","Apache Spark",4
"2553","Data Scientist II at Amazon","Apache Storm",2
"2554","Data Scientist II at Amazon","Matplotlib",2
"2555","Data Scientist II at Amazon","NumPy",3
"2556","Data Scientist II at Amazon","Predictive Modeling",4
"2557","Data Scientist II at Amazon","Data Science",5
"2558","Data Scientist at IBM","Machine Learning",7
"2559","Data Scientist at IBM","Python",10
"2560","Data Scientist at IBM","R",11
"2561","Data Scientist at IBM","Statistics",9
"2562","Data Scientist at IBM","Chemistry",23
"2563","Data Scientist at IBM","Organic Chemistry",9
"2564","Data Scientist at IBM","Non-profits",4
"2565","Data Scientist at IBM","Environmental Science",4
"2566","Data Scientist at IBM","Laboratory",3
"2567","Data Scientist at IBM","Research",7
"2568","Data Scientist at IBM","Spectroscopy",1
"2570","Data Scientist at IBM","SAS",1
"2572","Data Scientist at IBM","Educational Leadership",6
"2573","Data Scientist at IBM","Regression Analysis",3
"2575","Data Scientist","Matlab",67
"2576","Data Scientist","C++",56
"2577","Data Scientist","VBA",42
"2578","Data Scientist","Algorithms",34
"2579","Data Scientist","Data Mining",22
"2580","Data Scientist","Machine Learning",21
"2581","Data Scientist","Statistics",18
"2582","Data Scientist","Mathematics",10
"2583","Data Scientist","Derivatives",8
"2584","Data Scientist","Options",7
"2585","Data Scientist","Statistical Modeling",6
"2586","Data Scientist","C",34
"2587","Data Scientist","R",33
"2588","Data Scientist","Python",27
"2589","Data Scientist","Microsoft Excel",14
"2590","Data Scientist","Visual Basic for Applications (VBA)",9
"2591","Data Scientist","MySQL",7
"2592","Data Scientist","Java",7
"2593","Data Scientist","Time Series Analysis",26
"2594","Data Scientist","Stochastic Processes",11
"2595","Data Scientist","Stochastic Calculus",10
"2596","Data Scientist","Probability Theory",9
"2597","Data Scientist","Mathematical Physics",9
"2598","Data Scientist","Monte Carlo Simulation",6
"2599","Data Scientist","ETFs",5
"2600","Data Scientist","Apache Spark",5
"2601","Data Scientist","Credit Derivatives",4
"2602","Data Scientist","Options Pricing",7
"2603","Data Scientist at Oculus VR","Python",19
"2604","Data Scientist at Oculus VR","SQL",19
"2605","Data Scientist at Oculus VR","PostgreSQL",10
"2606","Data Scientist at Oculus VR","Machine Learning",8
"2607","Data Scientist at Oculus VR","Statistical Modeling",10
"2608","Data Scientist at Oculus VR","Market Research",2
"2609","Data Scientist at Oculus VR","Online Marketing",3
"2610","Data Scientist at Oculus VR","Web Analytics",1
"2611","Data Scientist at Oculus VR","Statistics",7
"2612","Data Scientist at Oculus VR","MongoDB",11
"2613","Data Scientist at Oculus VR","Hadoop",1
"2614","Data Scientist at Oculus VR","Microsoft Office",4
"2615","Data Scientist at Oculus VR","VBA",3
"2616","Data Scientist at Oculus VR","Microsoft SQL Server",3
"2617","Data Scientist at Oculus VR","R",5
"2618","Data Scientist at Oculus VR","Hive",8
"2619","Data Scientist at Oculus VR","Natural Language Processing",3
"2620","Senior Data Scientist, Analytics at Etsy","Microsoft Excel",4
"2621","Senior Data Scientist, Analytics at Etsy","Research",2
"2622","Senior Data Scientist, Analytics at Etsy","PowerPoint",1
"2623","Senior Data Scientist, Analytics at Etsy","Data Analysis",1
"2631","Senior Data Scientist, Analytics at Etsy","Microsoft Office",1
"2632","Senior Data Scientist, Analytics at Etsy","Microsoft Word",1
"2633","Senior Data Scientist, Analytics at Etsy","Microsoft PowerPoint",1
"2641","Data Scientist at Amazon","Big Data",7
"2642","Data Scientist at Amazon","Hadoop",8
"2643","Data Scientist at Amazon","Apache Spark",4
"2644","Data Scientist at Amazon","Mathematics",1
"2645","Data Scientist at Amazon","Analytics",6
"2646","Data Scientist at Amazon","Data Mining",5
"2647","Data Scientist at Amazon","R",5
"2648","Data Scientist at Amazon","Python",6
"2649","Data Scientist at Amazon","SQL",7
"2650","Data Scientist at Amazon","Tableau",3
"2651","Data Scientist at Amazon","SAS",4
"2652","Data Scientist at Amazon","SPSS",1
"2653","Data Scientist at Amazon","Microsoft Word",1
"2654","Data Scientist at Amazon","Microsoft Excel",3
"2655","Data Scientist at Amazon","PowerPoint",1
"2656","Data Scientist at Amazon","LaTeX",2
"2657","Data Scientist at Amazon","Hive",4
"2658","Data Scientist at Amazon","Apache Pig",2
"2659","Machine Learning Engineer, Data Scientist","Financial Analysis",24
"2660","Machine Learning Engineer, Data Scientist","Management",23
"2661","Machine Learning Engineer, Data Scientist","Financial Modeling",23
"2662","Machine Learning Engineer, Data Scientist","Valuation",20
"2663","Machine Learning Engineer, Data Scientist","Finance",16
"2664","Machine Learning Engineer, Data Scientist","Investment Management",9
"2665","Machine Learning Engineer, Data Scientist","Business Analysis",9
"2666","Machine Learning Engineer, Data Scientist","Portfolio Management",8
"2667","Machine Learning Engineer, Data Scientist","Equity Research",8
"2668","Machine Learning Engineer, Data Scientist","Analysis",7
"2669","Machine Learning Engineer, Data Scientist","Economics",6
"2670","Machine Learning Engineer, Data Scientist","Investments",5
"2671","Machine Learning Engineer, Data Scientist","Asset Management",5
"2672","Machine Learning Engineer, Data Scientist","Consulting",3
"2673","Machine Learning Engineer, Data Scientist","Business Strategy",2
"2674","Machine Learning Engineer, Data Scientist","Data Analysis",1
"2675","Machine Learning Engineer, Data Scientist","Research",1
"2685","Machine Learning Engineer, Data Scientist","SQL",5
"2691","Machine Learning Engineer, Data Scientist","Leadership",3
"2692","Machine Learning Engineer, Data Scientist","Financial Statement Analysis",12
"2693","Machine Learning Engineer, Data Scientist","Equity Valuation",4
"2750","Data Scientist at Google","Statistics",23
"2751","Data Scientist at Google","R",22
"2752","Data Scientist at Google","Data Analysis",22
"2753","Data Scientist at Google","Bioinformatics",13
"2754","Data Scientist at Google","Biochemistry",6
"2755","Data Scientist at Google","Molecular Biology",10
"2756","Data Scientist at Google","Programming",4
"2757","Data Scientist at Google","Genomics",3
"2758","Data Scientist at Google","Lifesciences",2
"2759","Data Scientist at Google","Psychiatry",1
"2760","Data Scientist at Google","Research",3
"2761","Data Scientist at Google","Biostatistics",1
"2762","Data Scientist at Google","Python",5
"2763","Data Scientist at Google","SQL",1
"2764","Data Scientist at Google","Perl",1
"2765","Data Scientist at Google","Matlab",1
"2766","Data Scientist at Google","SAS",1
"2767","Data Scientist at Google","Computational Biology",5
"2768","Senior Analyst at Merkle","PostgreSQL",6
"2769","Senior Analyst at Merkle","Python",6
"2770","Senior Analyst at Merkle","R",4
"2771","Senior Analyst at Merkle","Data Analysis",2
"2772","Senior Analyst at Merkle","Statistics",2
"2773","Senior Analyst at Merkle","Data Mining",2
"2774","Senior Analyst at Merkle","Data Modeling",1
"2775","Senior Analyst at Merkle","Big Data",2
"2776","Senior Analyst at Merkle","Statistical Data Analysis",1
"2777","Senior Analyst at Merkle","Tableau",2
"2778","Senior Analyst at Merkle","SAS",1
"2779","Senior Analyst at Merkle","ArcGIS",2
"2780","Senior Analyst at Merkle","Microsoft Office",2
"2781","Senior Analyst at Merkle","SQL",2
"2782","Senior Analyst at Merkle","Microsoft Excel",2
"2783","Senior Analyst at Merkle","Databases",2
"2784","Senior Analyst at Merkle","Teamwork",1
"2785","Senior Analyst at Merkle","Categorical Data Analysis",1
"2786","Senior Analyst at Merkle","Data Analytics",2
"2787","Senior Analyst at Merkle","Regression Analysis",3
"2788","Senior Analyst at Merkle","Stochastic Processes",1
"2789","Senior Analyst at Merkle","Statistical Simulation",1
"2790","Senior Analyst at Merkle","Probability",1
"2791","Senior Analyst at Merkle","Nonstandard Data Analysis",1
"2792","Senior Analyst at Merkle","Excel Pivot",3
"2793","Data Scientist at Airbnb","Predictive Modeling",16
"2794","Data Scientist at Airbnb","Data Science",14
"2795","Data Scientist at Airbnb","Time Series Analysis",10
"2796","Data Scientist at Airbnb","Machine Learning",8
"2797","Data Scientist at Airbnb","Programming",4
"2798","Data Scientist at Airbnb","Research",6
"2799","Data Scientist at Airbnb","Data Analysis",14
"2800","Data Scientist at Airbnb","R",13
"2801","Data Scientist at Airbnb","Python",15
"2802","Data Scientist at Airbnb","SAS",3
"2803","Data Scientist at Airbnb","Stata",4
"2804","Data Scientist at Airbnb","Matlab",11
"2805","Data Scientist at Airbnb","C",8
"2806","Data Scientist at Airbnb","Microsoft Office",6
"2807","Data Scientist at Airbnb","SQL",5
"2808","Data Scientist at Airbnb","C++",7
"2809","Data Scientist at Airbnb","Econometric Modeling",8
"2810","Data Scientist at Airbnb","Bayesian statistics",9
"2811","Data Scientist at Airbnb","Text Analytics",4
"2812","Data Scientist at Airbnb","Hive",2
"2813","Data Scientist at Airbnb","Workers' Compensation Claims",2
"2814","Data Scientist at Airbnb (We're hiring!)","Analytics",17
"2815","Data Scientist at Airbnb (We're hiring!)","Data Analysis",23
"2816","Data Scientist at Airbnb (We're hiring!)","R",5
"2817","Data Scientist at Airbnb (We're hiring!)","Market Research",60
"2818","Data Scientist at Airbnb (We're hiring!)","SEO",19
"2819","Data Scientist at Airbnb (We're hiring!)","SEM",9
"2820","Data Scientist at Airbnb (We're hiring!)","Web Analytics",6
"2821","Data Scientist at Airbnb (We're hiring!)","Digital Marketing",72
"2822","Data Scientist at Airbnb (We're hiring!)","Marketing",56
"2823","Data Scientist at Airbnb (We're hiring!)","Research",20
"2824","Data Scientist at Airbnb (We're hiring!)","Advertising",45
"2825","Data Scientist at Airbnb (We're hiring!)","Social Media",56
"2826","Data Scientist at Airbnb (We're hiring!)","Social Media Marketing",44
"2827","Data Scientist at Airbnb (We're hiring!)","Integrated Marketing",22
"2828","Data Scientist at Airbnb (We're hiring!)","Marketing Strategy",20
"2829","Data Scientist at Airbnb (We're hiring!)","Competitive Analysis",8
"2830","Data Scientist at Airbnb (We're hiring!)","Marketing Communications",15
"2831","Data Scientist at Airbnb (We're hiring!)","Event Management",4
"2835","Data Scientist at Airbnb (We're hiring!)","SPSS",6
"2836","Data Scientist at Airbnb (We're hiring!)","Google Analytics",23
"2837","Data Scientist at Airbnb (We're hiring!)","Google Adwords",6
"2838","Data Scientist at Airbnb (We're hiring!)","Tableau",1
"2839","Data Scientist at Airbnb (We're hiring!)","Facebook",9
"2840","Data Scientist at Airbnb (We're hiring!)","Training",1
"2842","Data Scientist at Airbnb (We're hiring!)","Marketing Research",22
"2843","Data Scientist at Airbnb (We're hiring!)","Social Networking",7
"2844","Data Scientist at Amazon (Alexa AI)","Data Analysis",17
"2845","Data Scientist at Amazon (Alexa AI)","R",11
"2846","Data Scientist at Amazon (Alexa AI)","Business Intelligence",5
"2847","Data Scientist at Amazon (Alexa AI)","Machine Learning",7
"2848","Data Scientist at Amazon (Alexa AI)","Data Warehousing",1
"2849","Data Scientist at Amazon (Alexa AI)","Database Design",1
"2850","Data Scientist at Amazon (Alexa AI)","Programming",1
"2852","Data Scientist at Amazon (Alexa AI)","Microsoft SQL Server",20
"2853","Data Scientist at Amazon (Alexa AI)","Java",48
"2854","Data Scientist at Amazon (Alexa AI)","HTML",42
"2855","Data Scientist at Amazon (Alexa AI)","CSS",11
"2856","Data Scientist at Amazon (Alexa AI)","ASP.NET",24
"2857","Data Scientist at Amazon (Alexa AI)","JavaScript",32
"2858","Data Scientist at Amazon (Alexa AI)","Microsoft Excel",2
"2859","Data Scientist at Amazon (Alexa AI)","MySQL",25
"2860","Data Scientist at Amazon (Alexa AI)","Spring MVC",5
"2861","Data Scientist at Amazon (Alexa AI)","Hibernate",5
"2862","Data Scientist at Amazon (Alexa AI)","SQL",65
"2863","Data Scientist at Amazon (Alexa AI)","SQL Server",7
"2864","Data Scientist at Amazon (Alexa AI)","AJAX",5
"2865","Data Scientist at Amazon (Alexa AI)","JSON",3
"2867","Data Scientist at Amazon (Alexa AI)","SOAP",1
"2868","Data Scientist at Amazon (Alexa AI)","C",52
"2869","Data Scientist at Amazon (Alexa AI)","C++",37
"2870","Data Scientist at Amazon (Alexa AI)","VB.NET",6
"2871","Data Scientist at Amazon (Alexa AI)","Core Java",15
"2872","Data Scientist at Amazon (Alexa AI)","C#",10
"2873","Data Scientist at Amazon (Alexa AI)","Microsoft Office",39
"2874","Data Scientist at Amazon (Alexa AI)","Microsoft Word",13
"2875","Data Scientist at Amazon (Alexa AI)","PowerPoint",7
"2876","Data Scientist at Amazon (Alexa AI)","XML",1
"2877","Data Scientist at Amazon (Alexa AI)","Databases",4
"2881","Data Scientist at Amazon (Alexa AI)","J2EE Web Services",1
"2885","Data Scientist at Amazon (Alexa AI)","DBMS",1
"2888","Data Scientist at Credit Suisse","Analytics",26
"2889","Data Scientist at Credit Suisse","Data Analysis",23
"2890","Data Scientist at Credit Suisse","SAS",21
"2891","Data Scientist at Credit Suisse","Statistics",8
"2892","Data Scientist at Credit Suisse","Segmentation",30
"2893","Data Scientist at Credit Suisse","Customer Insight",19
"2894","Data Scientist at Credit Suisse","Market Research",51
"2895","Data Scientist at Credit Suisse","Quantitative Research",12
"2896","Data Scientist at Credit Suisse","Competitive Intelligence",7
"2897","Data Scientist at Credit Suisse","Retail",5
"2898","Data Scientist at Credit Suisse","Analysis",5
"2899","Data Scientist at Credit Suisse","Quantitative Analytics",3
"2900","Data Scientist at Credit Suisse","Computer Skills",2
"2901","Data Scientist at Credit Suisse","SPSS",22
"2902","Data Scientist at Credit Suisse","R",3
"2903","Data Scientist at Credit Suisse","Tableau",3
"2904","Data Scientist at Credit Suisse","Team Management",13
"2905","Data Scientist at Credit Suisse","Management",5
"2906","Data Scientist at Credit Suisse","Primary Research",14
"2907","Data Scientist at Credit Suisse","Secondary Research",12
"2908","Data Scientist at Credit Suisse","Marketing Research",13
"2909","Data Scientist at Credit Suisse","Market Intelligence",7
"2910","Data Scientist at Credit Suisse","Regression Models",3
"2911","Data Scientist at Credit Suisse","Cluster Analysis",3
"2912","Data Scientist at Credit Suisse","Factor Analysis",3
"2913","Data Scientist at Credit Suisse","Structural Equation Modeling",3
"2914","Data Scientist at Credit Suisse","Decision Trees",3
"2915","Data Scientist at Credit Suisse","Data Analytics",3
"2916","Data Scientist at Spring Health","Grant Writing",10
"2917","Data Scientist at Spring Health","Grant Administration",2
"2918","Data Scientist at Spring Health","SPSS",7
"2919","Data Scientist at Spring Health","Program Development",14
"2920","Data Scientist at Spring Health","Program Evaluation",35
"2921","Data Scientist at Spring Health","Criminal Justice",5
"2922","Data Scientist at Spring Health","Public Administration",2
"2923","Data Scientist at Spring Health","Nonprofits",29
"2924","Data Scientist at Spring Health","Data Visualization",1
"2925","Data Scientist at Spring Health","Policy Analysis",2
"2926","Data Scientist at Spring Health","Stata",6
"2927","Data Scientist at Spring Health","ArcGIS",1
"2928","Data Scientist at Spring Health","SAS",1
"2929","Data Scientist at Spring Health","SQL",1
"2930","Data Scientist at Spring Health","Microsoft SQL Server",1
"2931","Data Scientist at Spring Health","R",1
"2932","Data Scientist at Spring Health","Community Outreach",23
"2933","Data Scientist at Spring Health","Qualitative Research",6
"2934","Data Scientist at Spring Health","Russian",10
"2935","Data Scientist at Spring Health","Policy Writing",3
"2936","Data Scientist at Spring Health","Grants",19
"2937","Data Scientist at Spring Health","Policy",12
"2938","Data Scientist at Spring Health","Hebrew",2
"2939","Data Scientist at Etsy","Microsoft Excel",6
"2940","Data Scientist at Etsy","VBA",6
"2941","Data Scientist at Etsy","Statistics",5
"2942","Data Scientist at Etsy","Data Mining",4
"2943","Data Scientist at Etsy","Data Analysis",3
"2946","Data Scientist at Etsy","Microsoft Office",3
"2947","Data Scientist at Etsy","R",3
"2948","Data Scientist at Etsy","Matlab",1
"2951","Data Scientist at Etsy","Visual Basic 5.0/6.0",1
"2952","Data Scientist","Data Analysis",7
"2953","Data Scientist","Matlab",8
"2954","Data Scientist","R",7
"2955","Data Scientist","Statistical Data Analysis",2
"2956","Data Scientist","Research",5
"2957","Data Scientist","Civil Engineering",4
"2958","Data Scientist","Machine Learning",1
"2960","Data Scientist","ArcGIS",3
"2961","Data Scientist","Microsoft Office",8
"2962","Data Scientist","AutoCAD",4
"2963","Data Scientist","Python",3
"2966","Data Scientist","Time Series Analysis",1
"2967","Data Scientist","Climate Change Impacts",1
"2968","Data Scientist","Surface Water Hydrology",1
"2969","Data Scientist","Analytical Modelling",2
"2970","Data Scientist","Flood",1
"2971","Data Scientist","Bayesian inference",1
"2972","Data Scientist","Predictive Modeling",1
"2986","Data Scientist at Etsy","SAS",7
"2987","Data Scientist at Etsy","Microsoft Excel",7
"2988","Data Scientist at Etsy","Matlab",4
"2989","Data Scientist at Etsy","Statistics",6
"2990","Data Scientist at Etsy","Data Analysis",4
"2991","Data Scientist at Etsy","Research",2
"2992","Data Scientist at Etsy","R",4
"2993","Data Scientist at Etsy","LaTeX",1
"2994","Data Scientist at Etsy","Microsoft Office",3
"2995","Data Scientist at Etsy","Python",1
"2996","Data Scientist at Etsy","SQL",1
"2997","Data Scientist at Etsy","PowerPoint",1
"2998","Data Scientist at Etsy","Public Speaking",2
"2999","Data Scientist at Etsy","Italian",1
"3000","Data Scientist at Etsy","Statistical Reporting",1
"3001","Data Scientist at Etsy","@Risk",1
"3002","Data Science Analyst at Apple | Strategic Data Solutions","SQL",13
"3003","Data Science Analyst at Apple | Strategic Data Solutions","Team Management",11
"3004","Data Science Analyst at Apple | Strategic Data Solutions","C",11
"3005","Data Science Analyst at Apple | Strategic Data Solutions","Research",7
"3006","Data Science Analyst at Apple | Strategic Data Solutions","Data Analysis",5
"3007","Data Science Analyst at Apple | Strategic Data Solutions","SAS Programming",4
"3008","Data Science Analyst at Apple | Strategic Data Solutions","Business Analysis",3
"3009","Data Science Analyst at Apple | Strategic Data Solutions","Analytics",2
"3010","Data Science Analyst at Apple | Strategic Data Solutions","Project Management",2
"3011","Data Science Analyst at Apple | Strategic Data Solutions","Business Strategy",1
"3014","Data Science Analyst at Apple | Strategic Data Solutions","Microsoft Office",6
"3015","Data Science Analyst at Apple | Strategic Data Solutions","Microsoft Excel",6
"3016","Data Science Analyst at Apple | Strategic Data Solutions","C++",3
"3017","Data Science Analyst at Apple | Strategic Data Solutions","PowerPoint",2
"3018","Data Science Analyst at Apple | Strategic Data Solutions","Microsoft Word",2
"3019","Data Science Analyst at Apple | Strategic Data Solutions","R",1
"3020","Data Science Analyst at Apple | Strategic Data Solutions","Microsoft PowerPoint",1
"3021","Data Science Analyst at Apple | Strategic Data Solutions","SAS",1
"3022","Data Science Analyst at Apple | Strategic Data Solutions","Teaching",2
"3023","Data Science Analyst at Apple | Strategic Data Solutions","Management",2
"3024","Data Science Analyst at Apple | Strategic Data Solutions","English",3
"3026","Data Scientist at Spotify","Statistics",8
"3027","Data Scientist at Spotify","Research",8
"3028","Data Scientist at Spotify","Science",7
"3029","Data Scientist at Spotify","Data Analysis",5
"3030","Data Scientist at Spotify","Computer Science",3
"3031","Data Scientist at Spotify","Algorithms",2
"3033","Data Scientist at Spotify","R",5
"3034","Data Scientist at Spotify","Matlab",4
"3035","Data Scientist at Spotify","LaTeX",3
"3036","Data Scientist at Spotify","Stata",3
"3037","Data Scientist at Spotify","Python",3
"3038","Data Scientist at Spotify","Java",3
"3039","Data Scientist at Spotify","SPSS",2
"3041","Data Scientist at Spotify","Qualitative Research",4
"3042","Data Scientist at Spotify","Ableton Live",1
"3044","Data Scientist at Amazon","Hadoop",16
"3045","Data Scientist at Amazon","SQL",14
"3046","Data Scientist at Amazon","MapReduce",13
"3047","Data Scientist at Amazon","Big Data",7
"3048","Data Scientist at Amazon","Amazon Web Services (AWS)",7
"3049","Data Scientist at Amazon","Java",5
"3050","Data Scientist at Amazon","Python",5
"3051","Data Scientist at Amazon","MongoDB",3
"3052","Data Scientist at Amazon","NoSQL",2
"3053","Data Scientist at Amazon","Windows Azure",2
"3054","Data Scientist at Amazon","Hive",3
"3055","Data Scientist at Amazon","Apache Kafka",2
"3056","Data Scientist","SAS",37
"3057","Data Scientist","Data Mining",35
"3058","Data Scientist","Data Analysis",30
"3059","Data Scientist","Statistical Modeling",21
"3060","Data Scientist","Modeling",18
"3061","Data Scientist","Statistics",13
"3062","Data Scientist","Quantitative Analytics",13
"3063","Data Scientist","Optimization",10
"3064","Data Scientist","Research",9
"3065","Data Scientist","Market Research",6
"3066","Data Scientist","Numerical Analysis",6
"3067","Data Scientist","Analysis",6
"3068","Data Scientist","SAS programming",5
"3069","Data Scientist","Analytics",5
"3070","Data Scientist","Analytical Skills",3
"3071","Data Scientist","SAS Programming",3
"3072","Data Scientist","Python",4
"3073","Data Scientist","R",15
"3074","Data Scientist","SPSS",12
"3075","Data Scientist","VBA",6
"3076","Data Scientist","Visual Basic for Applications (VBA)",4
"3077","Data Scientist","SQL",1
"3078","Data Scientist","Qualitative Research",5
"3079","Data Scientist","Quantitative Finance",9
"3080","Data Scientist","Logistic Regression",5
"3081","Data Scientist","Cluster Analysis",5
"3082","Data Scientist","Monte Carlo Simulation",5
"3083","Data Scientist","CFA Level 1",4
"3084","Data Scientist","SAS, R, Matlab, Bloomberg, macro-VBA, SPSS, Minitab, ITSM, C",6
"3085","Data Scientist","Certified FRM",5
"3086","Data Scientist at Amazon","Predictive Modeling",8
"3087","Data Scientist at Amazon","Data Analysis",34
"3088","Data Scientist at Amazon","Statistical Modeling",16
"3089","Data Scientist at Amazon","Machine Learning",3
"3090","Data Scientist at Amazon","Statistics",5
"3091","Data Scientist at Amazon","Data Mining",3
"3092","Data Scientist at Amazon","Business Intelligence",20
"3093","Data Scientist at Amazon","Analytics",18
"3094","Data Scientist at Amazon","Business Analysis",7
"3095","Data Scientist at Amazon","SAS Programming",7
"3096","Data Scientist at Amazon","R",29
"3097","Data Scientist at Amazon","Tableau",13
"3098","Data Scientist at Amazon","Python",11
"3099","Data Scientist at Amazon","SQL",31
"3100","Data Scientist at Amazon","Microsoft Excel",7
"3101","Data Scientist at Amazon","Visual Basic",3
"3102","Data Scientist at Amazon","Map reduce",1
"3103","Data Scientist at Amazon","Hadoop",5
"3104","Data Scientist at Amazon","VBA",2
"3105","Data Scientist at Amazon","SAS",18
"3106","Data Scientist at Amazon","Microsoft Office",5
"3107","Data Scientist at Amazon","Visual Basic for Applications (VBA)",1
"3108","Data Scientist at Amazon","Hive",3
"3110","Data Scientist at Amazon","Linear Regression",4
"3111","Data Scientist at Amazon","Logistic Regression",13
"3112","Data Scientist at Amazon","Marketing Analytics",5
"3113","Data Scientist at Amazon","Customer Segmentation Strategy",2
"3114","Data Scientist at Amazon","Customer Analysis",2
"3115","Data Scientist at Amazon","Predictive Analytics",5
"3117","Principal Data Scientist at BlackRock","Statistics",11
"3118","Principal Data Scientist at BlackRock","Bayesian statistics",11
"3119","Principal Data Scientist at BlackRock","Statistical Modeling",8
"3120","Principal Data Scientist at BlackRock","Machine Learning",8
"3121","Principal Data Scientist at BlackRock","Data Mining",4
"3122","Principal Data Scientist at BlackRock","Mathematical Modeling",2
"3123","Principal Data Scientist at BlackRock","Quantitative Analytics",1
"3124","Principal Data Scientist at BlackRock","Big Data",2
"3125","Principal Data Scientist at BlackRock","Data Analysis",3
"3126","Principal Data Scientist at BlackRock","Algorithms",1
"3127","Principal Data Scientist at BlackRock","Research",1
